Номер заказа;Артикул WB;Баркод;Название товара;Количество;Цена;Дата заказа;Склад;Статус
2889592843;Кормушка_НетПотерь_20л_1стор;;;0;290300;2025-01-28T07:43:27Z;;
2889614398;Кормушка_НетПотерь_25л_1стор;;;0;325900;2025-01-28T07:48:27Z;;
2889686025;Брудер_П_55_Стандарт;;;0;994600;2025-01-28T08:05:36Z;;
2890739442;Брудер_ПУ_95_БР;;;0;1445400;2025-01-28T12:03:00Z;;
2891157267;Брудер_П_95_Престиж_;;;0;1428700;2025-01-28T13:39:27Z;;
2891536875;Брудер_Базис_90_Стандарт;;;0;1083200;2025-01-28T15:08:11Z;;
2891536885;Брудер_Базис_90_Стандарт;;;0;1083200;2025-01-28T15:08:11Z;;
2892007688;Брудер_ПУ_55_Престиж;;;0;1055300;2025-01-28T16:52:43Z;;
2892310749;Кормушка_поилка_6л;;;0;181700;2025-01-28T17:59:15Z;;
2893407529;Брудер_ПУ_95_БР;;;0;1460700;2025-01-29T03:52:05Z;;
2893583422;Брудер_ПУ_95_БР;;;0;9615000;2025-01-29T05:08:06Z;;
2893699065;Брудер_Базис_90_Стандарт;;;0;1083200;2025-01-29T05:46:06Z;;
2893809870;Кормушка_НетПотерь_25л_2стор;;;0;355800;2025-01-29T06:19:04Z;;
2894013197;Лампа_Керам_200Вт;;;0;49700;2025-01-29T07:12:39Z;;
2894285658;Брудер_ПУ_95_БР;;;0;1624400;2025-01-29T08:14:24Z;;
2894524890;Кормушка_поилка_1.5;;;0;55600;2025-01-29T09:08:24Z;;
2895533779;Кормушка_поилка_1.5;;;0;55600;2025-01-29T12:56:11Z;;
2895567797;Кормушка_поилка_6л;;;0;181700;2025-01-29T13:04:13Z;;
2895632708;Брудер_П_95_Престиж_;;;0;1428700;2025-01-29T13:19:42Z;;
2896111290;Конус_М_ОМ_4;;;0;102200;2025-01-29T15:09:07Z;;
2896532609;Брудер_Базис_90_Стандарт;;;0;1083200;2025-01-29T16:44:09Z;;
2898194782;Кормушка_поилка_1.5;;;0;48200;2025-01-30T05:13:55Z;;
2898553679;Брудер_ПУ_95_БР;;;0;1578300;2025-01-30T06:52:10Z;;
2899040617;Брудер_Базис_90_Престиж;;;0;1135600;2025-01-30T08:42:27Z;;
2899062550;Брудер_ПУ_95_БР;;;0;1414600;2025-01-30T08:47:14Z;;
2899073981;Брудер_ПУ_95_БР;;;0;1414600;2025-01-30T08:49:49Z;;
2899114555;Кормушка_поилка_1.5;;;0;48200;2025-01-30T08:58:51Z;;
2899305220;Брудер_Базис_90_Стандарт;;;0;1049000;2025-01-30T09:41:15Z;;
2899333583;Брудер_ПУ_95_Премиум;;;0;1919000;2025-01-30T09:47:20Z;;
2899333588;Брудер_ПУ_95_Премиум;;;0;1919000;2025-01-30T09:47:20Z;;
2899626273;Брудер_ПУ_95_БР;;;0;1414600;2025-01-30T10:51:23Z;;
2899644466;Кормушка_НетПотерь_25л_1стор;;;0;329400;2025-01-30T10:55:26Z;;
2899743303;Брудер_ПУ_95_БР;;;0;1414600;2025-01-30T11:17:31Z;;
2899767104;Брудер_Базис_90_Престиж;;;0;1135600;2025-01-30T11:22:50Z;;
2900484201;Кормушка_поилка_1.5;;;0;2425;2025-01-30T13:59:01Z;;
2900522287;Конус_М_ОМ_4;;;0;102200;2025-01-30T14:07:49Z;;
2900752814;Брудер_П_55_Стандарт;;;0;899000;2025-01-30T15:00:57Z;;
2900876253;Брудер_П_55_Престиж;;;0;948900;2025-01-30T15:29:10Z;;
2900981922;Брудер_П_55_Стандарт;;;0;899000;2025-01-30T15:52:12Z;;
2901811340;Брудер_Базис_90_Престиж;;;0;1099000;2025-01-30T18:56:01Z;;
2902386745;Брудер_П_95_Престиж_;;;0;1338900;2025-01-30T23:12:00Z;;
2902552748;Брудер_ПУ_95_БР;;;0;1414600;2025-01-31T02:40:16Z;;
2902627224;Кормушка_поилка_1.5;;;0;48200;2025-01-31T03:32:02Z;;
2902832151;Брудер_П_55_Стандарт;;;0;945200;2025-01-31T05:03:31Z;;
2903044975;Брудер_П_95_Престиж_;;;0;1338900;2025-01-31T06:09:58Z;;
2903596615;Брудер_Базис_90_Престиж;;;0;1099000;2025-01-31T08:25:51Z;;
2903606641;Брудер_Базис_90_Стандарт;;;0;1049000;2025-01-31T08:28:00Z;;
2903612842;Брудер_Базис_90_Стандарт;;;0;1049000;2025-01-31T08:29:25Z;;
2903646951;Брудер_Базис_90_Стандарт;;;0;1049000;2025-01-31T08:36:48Z;;
2904674756;Брудер_П_95_Престиж_;;;0;1383600;2025-01-31T12:26:25Z;;
2904838739;Курятник_Мечта_Гнездо_Выгул_8-10_NEW;;;0;7320100;2025-01-31T13:04:19Z;;
2905151165;Брудер_ПУ_55_Престиж;;;0;1021900;2025-01-31T14:18:20Z;;
2905482543;Брудер_Базис_90_Стандарт;;;0;1083900;2025-01-31T15:38:05Z;;
2905521376;Брудер_Базис_90_Стандарт;;;0;1083900;2025-01-31T15:47:05Z;;
2905621861;Брудер_Базис_90_Престиж;;;0;7180000;2025-01-31T16:10:23Z;;
2905687352;Гнездо_3-1;;;0;1014300;2025-01-31T16:25:49Z;;
2905988669;Брудер_ПУ_55_Престиж;;;0;1021900;2025-01-31T17:36:36Z;;
2906776050;Кормушка_поилка_1.5;;;0;2216;2025-01-31T21:38:59Z;;
2906935977;Брудер_Базис_90_Престиж;;;0;1229900;2025-02-01T00:35:36Z;;
2907733416;Брудер_П_95_Престиж_;;;0;1383600;2025-02-01T07:20:01Z;;
2907736117;Брудер_ПУ_95_БР;;;0;1414600;2025-02-01T07:20:39Z;;
2908065903;Конус_XL_ОМ_6;;;0;257100;2025-02-01T08:31:32Z;;
2908099672;Брудер_ПУ_95_БР;;;0;1414600;2025-02-01T08:38:21Z;;
2908621497;Брудер_Базис_90_Стандарт;;;0;1083900;2025-02-01T10:25:06Z;;
2908849199;Брудер_П_95_Престиж_;;;0;1383600;2025-02-01T11:11:30Z;;
2909786363;Брудер_Базис_90_Стандарт;;;0;1083900;2025-02-01T14:28:08Z;;
2909791156;Брудер_ПУ_95_БР;;;0;1414600;2025-02-01T14:29:09Z;;
2909820010;Кормушка_поилка_1.5;;;0;48200;2025-02-01T14:35:20Z;;
2909824531;Брудер_ПУ_95_БР;;;0;1414600;2025-02-01T14:36:20Z;;
2910041993;Брудер_ПУ_95_Премиум;;;0;1919000;2025-02-01T15:22:05Z;;
2910124678;Конус_М_ОМ_4;;;0;102200;2025-02-01T15:40:16Z;;
2910215657;Брудер_П_95_Престиж_;;;0;1383600;2025-02-01T15:59:57Z;;
2910726905;Конус_L_ОМ_4;;;0;143500;2025-02-01T17:55:59Z;;
2910773494;Брудер_Базис_90_Престиж;;;0;47786;2025-02-01T18:06:55Z;;
2910860764;Брудер_ПУ_95_БР;;;0;1414600;2025-02-01T18:27:46Z;;
2911980026;Брудер_ПУ_95_БР;;;0;9243000;2025-02-02T05:19:42Z;;
2912610799;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-02T08:03:28Z;;
2912627560;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-02T08:06:51Z;;
2912811910;Брудер_ПУ_55_Престиж;;;0;1021900;2025-02-02T08:43:00Z;;
2913024521;Брудер_П_95_Престиж_;;;0;1383600;2025-02-02T09:15:11Z;;
2913074281;Брудер_П_95_Престиж_;;;0;1383600;2025-02-02T09:18:55Z;;
2913364700;Кормушка_поилка_1.5;;;0;48200;2025-02-02T09:53:32Z;;
2913856633;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-02T11:24:25Z;;
2913876522;Брудер_ПУ_95_БР;;;0;1414600;2025-02-02T11:28:11Z;;
2914658320;Кормушка_НетПотерь_20л_1стор;;;0;293400;2025-02-02T13:54:07Z;;
2914793565;Брудер_ПУ_95_БР;;;0;1414600;2025-02-02T14:19:26Z;;
2914806687;Брудер_ПУ_95_БР;;;0;1414600;2025-02-02T14:21:55Z;;
2914810322;Брудер_П_55_Стандарт;;;0;928900;2025-02-02T14:22:36Z;;
2915158590;Брудер_ПУ_95_БР;;;0;1414600;2025-02-02T15:30:27Z;;
2915816790;Брудер_П_95_Престиж_;;;0;1383600;2025-02-02T17:35:28Z;;
2915901096;Кормушка_поилка_1.5;;;0;48200;2025-02-02T17:51:40Z;;
2915901103;Кормушка_поилка_1.5;;;0;48200;2025-02-02T17:51:40Z;;
2916047204;Брудер_Базис_90_Престиж;;;0;1172200;2025-02-02T18:20:59Z;;
2917250973;Брудер_ПУ_95_БР;;;0;1460200;2025-02-03T04:29:44Z;;
2917324666;Гранулятор_3кв;;;0;7756600;2025-02-03T04:57:04Z;;
2917630886;Кормушка_поилка_1.5;;;0;48200;2025-02-03T06:21:31Z;;
2917788226;Кормушка_поилка_1.5;;;0;2157;2025-02-03T06:57:24Z;;
2918344372;Брудер_Базис_90_Престиж;;;0;1172200;2025-02-03T08:47:25Z;;
2918387654;Гнездо_3-1;;;0;1018400;2025-02-03T08:55:38Z;;
2918430749;Брудер_П_95_Престиж_;;;0;1316600;2025-02-03T09:03:39Z;;
2919466641;Кормушка_поилка_1.5;;;0;63300;2025-02-03T12:15:43Z;;
2919922668;Кормушка_поилка_1.5;;;0;48200;2025-02-03T13:42:52Z;;
2920942422;Инкубатор_SH_64;;;0;925500;2025-02-03T16:58:58Z;;
2921247467;Брудер_П_95_Престиж_;;;0;1361300;2025-02-03T17:55:52Z;;
2921371399;Брудер_П_95_Престиж_;;;0;1361300;2025-02-03T18:20:00Z;;
2921626830;Кормушка_поилка_1.5;;;0;48200;2025-02-03T19:12:23Z;;
2922193898;Лампа_Керам_200Вт;;;0;50700;2025-02-03T23:04:29Z;;
2922724720;Брудер_Базис_90_Престиж;;;0;1153900;2025-02-04T05:15:32Z;;
2922951568;Брудер_П_95_Престиж_;;;0;1361300;2025-02-04T06:17:16Z;;
2923095829;Брудер_Базис_90_Престиж;;;0;1203300;2025-02-04T06:51:10Z;;
2923921472;Кормушка_поилка_1.5;;;0;48200;2025-02-04T09:41:13Z;;
2924145727;Брудер_ПУ_95_БР;;;0;1437400;2025-02-04T10:26:32Z;;
2924546799;Брудер_П_95_Престиж_;;;0;1361300;2025-02-04T11:48:21Z;;
2924573366;Брудер_П_95_Престиж_;;;0;1361300;2025-02-04T11:53:40Z;;
2925509618;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-04T15:09:34Z;;
2926063597;Брудер_П_55_Престиж;;;0;964800;2025-02-04T17:01:41Z;;
2926338698;Брудер_Базис_90_Стандарт;;;0;1083900;2025-02-04T17:55:39Z;;
2926338703;Брудер_Базис_90_Стандарт;;;0;1083900;2025-02-04T17:55:39Z;;
2926729265;Брудер_ПУ_95_Премиум;;;0;1855000;2025-02-04T19:17:55Z;;
2927664448;Брудер_ПУ_55_Престиж;;;0;1021900;2025-02-05T04:41:12Z;;
2927801530;Гнездо_2-1_Компакт;;;0;658900;2025-02-05T05:25:57Z;;
2928590559;Брудер_ПУ_95_БР;;;0;1437400;2025-02-05T08:17:35Z;;
2928590551;Брудер_ПУ_95_БР;;;0;1437400;2025-02-05T08:17:35Z;;
2929521511;Брудер_П_55_Стандарт;;;0;928900;2025-02-05T11:10:58Z;;
2929848401;Брудер_П_95_Престиж_;;;0;1534300;2025-02-05T12:13:57Z;;
2930043799;Инкубатор_SH_64;;;0;909800;2025-02-05T12:52:09Z;;
2930419605;Брудер_П_55_Стандарт;;;0;899000;2025-02-05T14:06:40Z;;
2930561770;Брудер_ПУ_95_БР;;;0;1369000;2025-02-05T14:35:25Z;;
2930850843;Брудер_Базис_90_Престиж;;;0;1218400;2025-02-05T15:33:47Z;;
2930955956;Брудер_П_95_Престиж_;;;0;1338900;2025-02-05T15:53:43Z;;
2931356627;Брудер_П_55_Стандарт;;;0;899000;2025-02-05T17:09:44Z;;
2931630367;Клетка_переноска_1дверца_NEW;;;0;298400;2025-02-05T18:02:30Z;;
2931781380;Брудер_П_95_Престиж_;;;0;1338900;2025-02-05T18:32:51Z;;
2932662889;Брудер_П_55_Стандарт;;;0;949800;2025-02-06T02:10:10Z;;
2932836639;Брудер_ПУ_95_БР;;;0;1369000;2025-02-06T03:56:24Z;;
2932935212;Брудер_П_55_Стандарт;;;0;1007500;2025-02-06T04:34:53Z;;
2933049015;Брудер_П_55_Престиж;;;0;948900;2025-02-06T05:12:22Z;;
2933894655;Брудер_Базис_90_Престиж;;;0;1099000;2025-02-06T08:21:35Z;;
2934349961;Брудер_П_95_Стандарт;;;0;1298900;2025-02-06T09:49:36Z;;
2934525969;Брудер_ПУ_95_БР;;;0;1369000;2025-02-06T10:24:06Z;;
2934531201;Брудер_ПУ_95_БР;;;0;1369000;2025-02-06T10:25:08Z;;
2934531281;Брудер_ПУ_95_БР;;;0;1369000;2025-02-06T10:25:08Z;;
2934570644;Брудер_Базис_90_Престиж;;;0;1099000;2025-02-06T10:32:55Z;;
2935143023;Конус_М_ОМ_4;;;0;102200;2025-02-06T12:24:33Z;;
2935656262;Курятник_Фазенда_летний_выгул_8-10;;;0;3380200;2025-02-06T14:11:17Z;;
2936284825;Брудер_П_95_Престиж_;;;0;1338900;2025-02-06T16:21:54Z;;
2936320769;Брудер_Базис_90_Престиж;;;0;1099000;2025-02-06T16:29:00Z;;
2936868466;Брудер_П_95_Престиж_;;;0;1338900;2025-02-06T18:20:31Z;;
2936968890;Контейнер_Бежевый_Обыч_УсилВент;;;0;5897100;2025-02-06T18:42:07Z;;
2937125634;Лампа_Керам_200Вт;;;0;50600;2025-02-06T19:18:29Z;;
2937964209;Брудер_П_55_Стандарт;;;0;1030200;2025-02-07T04:12:22Z;;
2938196066;Брудер_Базис_90_Престиж;;;0;1099000;2025-02-07T05:31:10Z;;
2938213171;Конус_М_ОМ_4;;;0;102200;2025-02-07T05:36:09Z;;
2938421247;Лампа_Керам_200Вт;;;0;50600;2025-02-07T06:30:01Z;;
2938816259;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-07T07:55:20Z;;
2938917654;Кормушка_НетПотерь_25л_1стор;;;0;329400;2025-02-07T08:16:21Z;;
2939111132;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-07T08:55:26Z;;
2939181710;ПО_цып_3030;;;0;392300;2025-02-07T09:09:51Z;;
2939439164;Кормушка_НетПотерь_15л_1стор;;;0;1334000;2025-02-07T10:03:18Z;;
2939787143;Курятник_Фазенда_летний_выгул_8-10;;;0;3380200;2025-02-07T11:14:25Z;;
2939987283;Брудер_Базис_90_Престиж;;;0;1135600;2025-02-07T11:55:09Z;;
2940193524;Брудер_П_55_Стандарт;;;0;1461300;2025-02-07T12:37:28Z;;
2940341313;Брудер_П_55_Стандарт;;;0;923600;2025-02-07T13:09:49Z;;
2940373368;Брудер_П_55_Стандарт;;;0;923600;2025-02-07T13:17:01Z;;
2940709059;Брудер_ПУ_95_БР;;;0;1397800;2025-02-07T14:33:15Z;;
2940860371;Брудер_Базис_90_Престиж;;;0;1244100;2025-02-07T15:05:17Z;;
2940866698;Брудер_Базис_90_Престиж;;;0;1244100;2025-02-07T15:06:44Z;;
2942547030;Клетка_крол_Проф_КО-95_Стандарт;;;0;1390600;2025-02-08T02:07:23Z;;
2942604704;Брудер_П_55_Престиж;;;0;984200;2025-02-08T03:01:16Z;;
2942623556;Кормушка_поилка_1.5;;;0;1662;2025-02-08T03:15:49Z;;
2942625107;Кормушка_поилка_1.5;;;0;1662;2025-02-08T03:16:55Z;;
2942663448;Брудер_П_95_Стандарт;;;0;1370500;2025-02-08T03:42:44Z;;
2942812647;Кормушка_поилка_1.5;;;0;44500;2025-02-08T04:56:19Z;;
2943002966;Инкубатор_SH_64;;;0;933400;2025-02-08T05:59:18Z;;
2944621720;Шпарчан_4000_Автоградуc_50л;;;0;2835100;2025-02-08T11:37:30Z;;
2944685700;Брудер_ПУ_95_БР;;;0;1397800;2025-02-08T11:50:06Z;;
2944741383;Брудер_П_55_Стандарт;;;0;933200;2025-02-08T12:00:54Z;;
2945014876;Брудер_П_55_Престиж;;;0;968900;2025-02-08T12:56:58Z;;
2945317886;Брудер_П_95_Престиж_;;;0;1435500;2025-02-08T14:00:01Z;;
2945571182;Брудер_ПУ_95_БР;;;0;1397800;2025-02-08T14:52:47Z;;
2945957138;Брудер_ПУ_95_БР;;;0;1397800;2025-02-08T16:15:10Z;;
2945983074;Брудер_ПУ_95_БР;;;0;1515400;2025-02-08T16:20:55Z;;
2946635430;Кормушка_НетПотерь_25л_1стор;;;0;336300;2025-02-08T18:51:16Z;;
2947596441;Кормушка_НетПотерь_25л_1стор;;;0;336300;2025-02-09T04:55:28Z;;
2947600849;Брудер_ПУ_95_БР;;;0;1454500;2025-02-09T04:57:19Z;;
2947684876;Брудер_ПУ_95_БР;;;0;1397800;2025-02-09T05:29:39Z;;
2947965121;Кормушка_поилка_1.5;;;0;44500;2025-02-09T06:48:51Z;;
2948179799;Брудер_ПУ_95_Премиум;;;0;1894100;2025-02-09T07:36:29Z;;
2948588240;Кормушка_НетПотерь_25л_1стор;;;0;336300;2025-02-09T08:55:08Z;;
2949508638;Брудер_ПУ_95_БР;;;0;1397800;2025-02-09T11:42:59Z;;
2950030698;Кормушка_поилка_1.5;;;0;44500;2025-02-09T13:19:39Z;;
2950426345;Брудер_П_55_Стандарт;;;0;948500;2025-02-09T14:33:53Z;;
2950700350;Кормушка_поилка_1.5;;;0;44500;2025-02-09T15:26:22Z;;
2950745958;Лампа_Керам_150Вт;;;0;51600;2025-02-09T15:35:07Z;;
2951015917;Брудер_ПУ_95_БР;;;0;60971;2025-02-09T16:26:14Z;;
2952406269;Брудер_ПУ_95_БР;;;0;1397800;2025-02-09T23:19:56Z;;
2952513129;Брудер_ПУ_95_БР;;;0;1397800;2025-02-10T01:51:32Z;;
2952835440;Кормушка_НетПотерь_20л_2стор;;;0;310000;2025-02-10T04:59:39Z;;
2953108866;Брудер_П_95_Престиж_;;;0;1420700;2025-02-10T06:17:10Z;;
2953164337;Брудер_ПУ_95_БР;;;0;1397800;2025-02-10T06:30:19Z;;
2953217079;Брудер_П_95_Стандарт;;;0;1434300;2025-02-10T06:42:29Z;;
2953525560;Кормушка_НетПотерь_20л_1стор;;;0;304700;2025-02-10T07:47:21Z;;
2954960146;Брудер_П_95_Престиж_;;;0;1589100;2025-02-10T12:09:59Z;;
2955222747;Брудер_ПУ_95_Премиум;;;0;1894100;2025-02-10T12:59:35Z;;
2955224545;Кормушка_поилка_1.5;;;0;44500;2025-02-10T12:59:56Z;;
